Name,Value
d6_5,0
d6_6,0
d6_7,0
d6_8,0
d6_9,0
d6_10,0
d6_11,0
d6_12,0
d7_1,0
d7_2,0
d7_3,0
d7_4,0
d7_5,0
d7_6,0
d7_7,0
d7_8,0
d7_9,0
d7_10,0
d7_11,0
d7_12,0
d8_1,0
d8_2,0
d8_3,0
d8_4,0
d8_5,0
d8_6,0
d8_7,0
d8_8,0
d8_9,0
d8_10,0
d8_11,0
d8_12,0
e1_1,0
e1_2,0
e1_3,0
e1_4,0
e1_5,0
e1_6,0
e1_7,0
e1_8,0
e1_9,0
e1_10,0
e1_11,0
e1_12,0
e2_1,0
e2_2,0
e2_3,0
e2_4,0
e2_5,0
e2_6,0
e2_7,0
e2_8,0
e2_9,0
e2_10,0
e2_11,0
e2_12,0
e3_1,0
e3_2,0
e3_3,0
e3_4,0
e3_5,0
e3_6,0
e3_7,0
e3_8,0
e3_9,0
e3_10,0
e3_11,0
e3_12,0
e4_1,0
e4_2,0
e4_3,0
e4_4,0
e4_5,0
e4_6,0
e4_7,0
e4_8,0
e4_9,0
e4_10,0
e4_11,0
e4_12,0
e5_1,0
e5_2,0
e5_3,0
e5_4,0
e5_5,0
e5_6,0
e5_7,0
e5_8,0
e5_9,0
e5_10,0
e5_11,0
e5_12,0
e6_1,0
e6_2,0
e6_3,0
e6_4,0
e6_5,0
e6_6,0
e6_7,0
e6_8,0
e6_9,0
e6_10,0
e6_11,0
e6_12,0
e7_1,0
e7_2,0
e7_3,0
e7_4,0
e7_5,0
e7_6,0
e7_7,0
e7_8,0
e7_9,0
e7_10,0
e7_11,0
e7_12,0
e8_1,0
e8_2,0
e8_3,0
e8_4,0
e8_5,0
e8_6,0
e8_7,0
e8_8,0
e8_9,0
e8_10,0
e8_11,0
e8_12,0
f1_1,0
f1_2,0
f1_3,0
f1_4,0
f1_5,0
f1_6,0
f1_7,0
f1_8,0
f1_9,0
f1_10,0
f1_11,0
f1_12,0
f2_1,0
f2_2,0
f2_3,0
f2_4,0
f2_5,0
f2_6,0
f2_7,0
f2_8,0
f2_9,0
f2_10,0
f2_11,0
f2_12,0
f3_1,0
f3_2,0
f3_3,0
f3_4,0
f3_5,0
f3_6,0
f3_7,0
f3_8,0
f3_9,0
f3_10,0
f3_11,0
f3_12,0
f4_1,0
f4_2,0
f4_3,0
f4_4,0
f4_5,0
f4_6,0
f4_7,0
f4_8,0
f4_9,0
f4_10,0
f4_11,0
f4_12,0
f5_1,0
f5_2,0
f5_3,0
f5_4,0
f5_5,0
f5_6,0
f5_7,0
f5_8,0
f5_9,0
f5_10,0
f5_11,0
f5_12,0
f6_1,0
f6_2,0
f6_3,0
f6_4,0
f6_5,0
f6_6,0
f6_7,0
f6_8,0
f6_9,0
f6_10,0
f6_11,0
f6_12,0
f7_1,0
f7_2,0
f7_3,0
f7_4,0
f7_5,0
f7_6,0
f7_7,0
f7_8,0
f7_9,0
f7_10,0
f7_11,0
f7_12,0
f8_1,0
f8_2,0
f8_3,0
f8_4,0
f8_5,0
f8_6,0
f8_7,0
f8_8,0
f8_9,0
f8_10,0
f8_11,0
f8_12,0
g1_1,0
g1_2,0
g1_3,0
g1_4,0
g1_5,0
g1_6,0
g1_7,0
g1_8,0
g1_9,0
g1_10,0
g1_11,0
g1_12,0
g2_1,0
g2_2,0
g2_3,0
g2_4,0
g2_5,0
g2_6,0
g2_7,0
g2_8,0
g2_9,0
g2_10,0
g2_11,0
g2_12,0
g3_1,0
g3_2,0
g3_3,0
g3_4,0
g3_5,0
g3_6,0
g3_7,0
g3_8,0
g3_9,0
g3_10,0
g3_11,0
g3_12,0
g4_1,0
g4_2,0
g4_3,0
g4_4,0
g4_5,0
g4_6,0
g4_7,0
g4_8,0
g4_9,0
g4_10,0
g4_11,0
g4_12,0
g5_1,0
g5_2,0
g5_3,0
g5_4,0
g5_5,0
g5_6,0
g5_7,0
g5_8,0
g5_9,0
g5_10,0
g5_11,0
g5_12,0
g6_1,0
g6_2,0
g6_3,0
g6_4,0
g6_5,0
g6_6,0
g6_7,0
g6_8,0
g6_9,0
g6_10,0
g6_11,0
g6_12,0
g7_1,0
g7_2,0
g7_3,0
g7_4,0
g7_5,0
g7_6,0
g7_7,0
g7_8,0
g7_9,0
g7_10,0
g7_11,0
g7_12,0
g8_1,0
g8_2,0
g8_3,0
g8_4,0
g8_5,0
g8_6,0
g8_7,0
g8_8,0
g8_9,0
g8_10,0
g8_11,0
g8_12,0
h1_1,0
h1_2,0
h1_3,0
h1_4,0
h1_5,0
h1_6,0
h1_7,0
h1_8,0
h1_9,0
h1_10,0
h1_11,0
h1_12,0
h2_1,0
h2_2,0
h2_3,0
h2_4,0
h2_5,0
h2_6,0
h2_7,0
h2_8,0
h2_9,0
h2_10,0
h2_11,0
h2_12,0
h3_1,0
h3_2,0
h3_3,0
h3_4,0
h3_5,0
h3_6,0
h3_7,0
h3_8,0
h3_9,0
h3_10,0
h3_11,0
h3_12,0
h4_1,0
h4_2,0
h4_3,0
h4_4,0
h4_5,0
h4_6,0
h4_7,0
h4_8,0
h4_9,0
h4_10,0
h4_11,0
h4_12,0
h5_1,0
h5_2,0
h5_3,0
h5_4,0
h5_5,0
h5_6,0
h5_7,0
h5_8,0
h5_9,0
h5_10,0
h5_11,0
h5_12,0
h6_1,0
h6_2,0
h6_3,0
h6_4,0
h6_5,0
h6_6,0
h6_7,0
h6_8,0
h6_9,0
h6_10,0
h6_11,0
h6_12,0
h7_1,0
h7_2,0
h7_3,0
h7_4,0
h7_5,0
h7_6,0
h7_7,0
h7_8,0
h7_9,0
h7_10,0
h7_11,0
h7_12,0
h8_1,0
h8_2,0
h8_3,0
h8_4,0
h8_5,0
h8_6,0
h8_7,0
h8_8,0
h8_9,0
h8_10,0
h8_11,0
h8_12,0
